,title,doi,publisher
2085,Large-scale asymmetry between clockwise and counterclockwise galaxies revisited,10.1002/asna.202013745,Wiley
2086,Large-scale gene analysis of rabbit atherosclerosis to discover new biomarkers for coronary artery disease,10.1098/rsob.180238,The Royal Society
2087,Large-Scale Meta-Analysis of Genes Encoding Pattern in Wilson's Disease,10.1007/978-981-13-6861-5_34,Springer Singapore
2088,Larval Zebrafish Proteome Regulation in Response to an Environmental Challenge,10.1002/pmic.201900028,Wiley
2089,LaserLaB Amsterdam,10.1016/j.celrep.2018.09.019,Elsevier BV
2090,Latest evidence for a late time vacuum – geodesic CDM interaction,10.1016/j.dark.2020.100583,Elsevier BV
2091,"La vita ei sogni sono fogli di uno stesso libro. Leggerli in ordine è vivere, sfogliarli a caso è sognare",10.1515/9783110445244-toc,De Gruyter
2092,L-Cysteine Functionalized Gold Nanoparticles as a Colorimetric Sensor for Ultrasensitive Detection of Toxic Metal Ion Cadmium,10.1016/j.matpr.2020.03.767,Elsevier BV
2093,Leading teams in the digital age: Four perspectives on technology and what they mean for leading teams,10.1016/j.leaqua.2019.101377,Elsevier BV
2094,Learning Extremal Representations with Deep Archetypal Analysis,10.7551/mitpress/10177.003.0003,The MIT Press
2095,Learning neutrino effects in Cosmology with Convolutional Neural Networks,10.7551/mitpress/11171.003.0008,The MIT Press
2096,Learning to Complement Humans,10.24963/ijcai.2020/212,International Joint Conferences on Artificial Intelligence Organization
2097,Lectures in Geochemistry,10.1201/9780429450518-3,CRC Press
2098,Lepton flavor mixing and CP violation in the minimal type-(I+II) seesaw model with a modular A4 symmetry,10.1016/j.nuclphysb.2020.115105,Elsevier BV
2099,Lessons from the lunar module program: The DIRECTOR’S conclusions,10.1016/j.actaastro.2020.06.030,Elsevier BV
2100,Less than the sum of its parts: the dust-corrected H $\alpha $ luminosity of star-forming galaxies explored at different spatial resolutions with MaNGA and MUSE,10.1093/mnras/staa2557,Oxford University Press (OUP)
2101,Letters,10.1093/oseo/instance.00220011,Oxford University Press
2102,"Letter to the Editor on ""Tibiofemoral Dislocation Following Total Knee Arthroplasty""",10.1016/j.arth.2016.10.022,Elsevier BV
2103,Levels and Building Blocks—Towards a Domain Granularity Framework for the Life Sciences,10.7287/peerj.preprints.2429,PeerJ
2104,Leveraging Constraints for Innovation: New Product Development Essentials from the PDMA,10.1002/9781119390299.part3,"John Wiley & Sons, Inc."
2105,Leveraging CyVerse Resources for De Novo Comparative Transcriptomics of Underserved (Non-model) Organisms,10.3791/55009,MyJove Corporation
2106,Leveraging Ontologies and Machine-learning Techniques for Malware Analysis into Android Permissions Ecosystems,10.1016/j.cose.2018.07.013,Elsevier BV
2107,Lewis Carroll Lewis Carroll,10.1093/benz/9780199773787.article.b2235769,Oxford University Press
2108,Ligand-mediated targeting of cytokine Interleukin-27 enhances its bioactivity in vivo,10.1016/j.omtm.2020.03.022,Elsevier BV
2109,Ligation-free small RNA sequencing libraries from clinical samples using SMART® technology,10.7717/peerj.5186/table-1,PeerJ
2110,Light environment drives evolution of color vision genes in butterflies and moths,10.1101/2020.02.29.965335,Cold Spring Harbor Laboratory
2111,Lighting up single-nucleotide variation in situ in single cells and tissues,10.1039/c9cs00438f,Royal Society of Chemistry (RSC)
2112,Light organ photosensitivity in deep-sea shrimp may suggest a novel role in counterillumination,10.1038/s41598-020-65514-y,Springer Science and Business Media LLC
2113,Limitations of high throughput methods for miRNA expression profiles in non-functioning pituitary adenomas,10.1007/s12253-017-0330-3,Springer Science and Business Media LLC
2114,"Linguistic Linked Open Data: 12th EUROLAN 2015 Summer School and RUMOUR 2015 Workshop, Sibiu, Romania, July 13-25, 2015, Revised Selected Papers",10.1007/978-3-319-32942-0,Springer International Publishing
2115,Linking de novo assembly results with long DNA reads by dnaasm-link application,10.1155/2019/7847064,Hindawi Limited
2116,Linking Space Weather Science to Impacts—The View From the Earth,10.1016/b978-0-12-812700-1.00001-7,Elsevier
2117,Lipid II overproduction allows direct assay of transpeptidase inhibition by beta-lactams,10.1038/nchembio.2388,Springer Science and Business Media LLC
2118,Lipocalins Are Required for Apical Extracellular Matrix Organization and Remodeling in Caenorhabditis elegans,10.1534/genetics.117.300207,Genetics Society of America
2119,Lire les lectures: analyse de données de séquençage,10.4000/lectures.16055,OpenEdition
2120,List of abbreviations,10.1046/j.1365-2222.2003.00000.x,Wiley
2121,List of abstracts,10.1111/ajco.12223_11,Wiley
2122,Literature review of baseline information to support the risk assessment of RNAi-based GM plants,10.2903/sp.efsa.2017.en-1246,Wiley
2123,Live births after embryo selection using morphokinetics versus conventional morphology: a retrospective analysis,10.1016/j.rbmo.2017.06.009,Elsevier BV
2124,Live-Cell Forward Genetic Approach to Identify and Isolate Developmental Mutants in Chlamydia trachomatis,10.3791/61365,MyJove Corporation
2125,LiverWiki: a wiki-based database for human liver,10.1186/s12859-017-1852-0,Springer Science and Business Media LLC
2126,"L, MESSAGGERO",10.31743/ba.2018.8.1.10,Katolicki Uniwersytet Lubelski Jana Pawla II
2127,lncRNA Epigenetic Landscape Analysis Identifies EPIC1 as an Oncogenic lncRNA that Interacts with MYC and Promotes Cell-Cycle Progression in Cancer,10.21203/rs.3.rs-45031/v1,Research Square
2128,Local scale water-food nexus: Use of borehole-garden permaculture to realise the full potential of rural water supplies in Malawi,10.1016/j.jenvman.2017.12.029,Elsevier BV
2129,Locomotion Behavior Is Affected by the G alpha(S) Pathway and the Two-Pore-Domain K+ Channel TWK-7 Interacting in GABAergic Motor Neurons in Caenorhabditis elegans,10.1534/genetics.116.195669,Genetics Society of America
2130,Locus-specific control of the de novo DNA methylation pathway in Arabidopsis by the CLASSY family,10.1038/s41588-018-0115-y,Springer Science and Business Media LLC
2131,Logistics optimization for a coal supply chain,10.3390/books978-3-03928-523-5,MDPI
2132,Long noncoding RNA H19 upregulates vascular endothelial growth factor A to enhance mesenchymal stem cells survival and angiogenic capacity by inhibiting miR …,10.1186/s13287-018-0861-x,Springer Science and Business Media LLC
2133,"Long Noncoding RNA HCP5, a Hybrid HLA Class I Endogenous Retroviral Gene: Structure, Expression, and Disease Associations",10.3390/cells8050480,MDPI AG
2134,Long non-coding RNA ZFAS1 sponges miR-486 to promote osteosarcoma cells progression and metastasis in vitro and vivo,10.18632/oncotarget.22032,"Impact Journals, LLC"
2135,Losing ground: A collection of HⓄles,10.1016/j.emospa.2020.100677,Elsevier BV
2136,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis,10.1016/j.redox.2019.101224,Elsevier BV
2137,Loss of the Hematopoietic Stem Cell Factor GATA2 in the Osteogenic Lineage Impairs Trabecularization and Mechanical Strength of Bone,10.1128/mcb.00599-17,American Society for Microbiology
2138,Lost worlds: via Sketchfab a 3D fossil offers a glimpse of prehistoric marine life,10.5710/amgh.v48i3.1,Asociacion Paleontologica Argentina
2139,Love and the Fighting Female: A Critical Study of Onscreen Depictions,10.1086/448418,University of Chicago Press
2140,Low abundance of floating marine debris in the northern Baltic Sea,10.1016/j.marpolbul.2019.110522,Elsevier BV
2141,Low Coverage Whole Genome Sequencing Yields the Complete Mitogenome of Hypselodoris bullocki and Hypselodoris apolegma (Mollusca: Chromodorididae),10.2112/si97-004.1,Coastal Education and Research Foundation
2142,Low energy nuclear physics with active targets and time projection chambers,10.1016/j.ppnp.2020.103790,Elsevier BV
2143,Low overhead spatiotemporal video compression over smartphone based Delay Tolerant Network,10.1016/j.jvcir.2020.102813,Elsevier BV
2144,LRP-1 Mediated Endocytosis of EFE Across the Blood–Brain Barrier; Protein–Protein Interaction and Molecular Dynamics Analysis,10.1007/s10989-020-10065-z,Springer Science and Business Media LLC
2145,LS-GKM: A new gkm-SVM for large-scale datasets,10.1093/bioinformatics/btw142,Oxford University Press (OUP)
2146,Lupinus angustifolius seed meal supplemented to dairy cow diet improves fatty acid composition in milk and mitigates methane production,10.1016/j.anifeedsci.2020.114590,Elsevier BV
2147,Machine Learning and Prediction of All-Cause Mortality in Chronic Obstructive Pulmonary Disease,10.2147/copd.s45166,Informa UK Limited
2148,Machine Learning for the Sciences DISSERTATION,10.30564/jcsr.v2i4.2230,Bilingual Publishing Co.
2149,Machine Learning in Astronomy,10.1515/9781400848911-013,Princeton University Press
2150,Machine-Learning Methods for Computational Science and Engineering,10.5353/th_b4454674,The University of Hong Kong Libraries
2151,Machine Learning Methods to Identify Hidden Phenotypes in the Electronic Health Record,10.1007/s40471-018-0165-9,Springer Science and Business Media LLC
2152,Machine Learning Techniques for Analysis of Human Genome Data,10.32469/10355/57021,University of Missouri Libraries
2153,“Machines and People”-The evolution of industrial ergonomics in the mid-twentieth century.,10.1093/tcbh/hwi009,Oxford University Press (OUP)
2154,Macro-aligned carbon Nanotube–Polymer matrix by dielectrophoresis and transferring process,10.1016/j.jmrt.2020.02.082,Elsevier BV
2155,MagIO: Magnetic Field Strength Based Indoor- Outdoor Detection with a Commercial Smartphone,10.3390/mi9100534,MDPI AG
2156,Magnetic and electric characterizations of sol–gel-derived NaFe (WO 4) 2 rods,10.1007/s00339-018-2028-0,Springer Science and Business Media LLC
2157,Magnetic field-induced rubber-like behavior in Ni-Mn-Ga particles/polymer composite,10.1038/s41598-019-40189-2,Springer Science and Business Media LLC
2158,Magnetic Resonance Spectroscopic Assessment of IDH Status in gliomas: The New Frontiers of Spectrobiopsy in Neurodiagnostics,10.1016/j.wneu.2019.09.040,Elsevier BV
2159,Magnetic shielding of an x-ray emitter,10.1007/springerreference_77677,Springer-Verlag
2160,MAGNETIC SINGLE CELL ARRAYS FOR PROBING CELL-DRUG AND CELL-CELL COMMUNICATION,10.1021/acs.analchem.8b05179.s001,American Chemical Society (ACS)
2161,Magnetless circulators based on linear time-varying circuits,10.1103/physrevapplied.12.024046,American Physical Society (APS)
2162,MAGNETORESISTIVE MULTILAYERS USING VARIOUS MAGNETIC IRON OXIDES,10.1201/9781482287493-12,CRC Press
2163,"Mainstream technology to support basic communication and leisure in people with neurological disorders, motor impairment and lack of speech",10.1080/02699052.2020.1763462,Informa UK Limited
2164,Maintenance of spatial gene expression by Polycomb-mediated repression after formation of a vertebrate body plan,10.1242/prelights.6996,The Company of Biologists
2165,Making Messy Data Work for Conservation,10.1002/9781444313598.ch15,Blackwell Science Ltd
2166,"Malthus, Erasmus, Agnosticism and Darwin: Reasons for the Massive Uptake of the Theory of Evolution as Explanation for the Origin of Life through Natural Selection",10.1007/springerreference_222634,Springer-Verlag
2167,Malus fusca fire blight resistance: identification of a candidate gene on chromosome 10 and a novel minor locus on chromosome 16,10.1007/s11032-018-0863-5,Springer Science and Business Media LLC
2168,MANAGING HIGH-AVAILABILITY FILE SERVERS,10.12783/dtcse/ccme2018/28576,DEStech Publications
2169,Managing the product-harm crisis in the digital era: The role of consumer online brand community engagement,10.1016/j.jbusres.2020.04.044,Elsevier BV
2170,Manganese Homeostasis in the Cyanobacterium Synechocystis sp. PCC 6803,10.2172/914574,Office of Scientific and Technical Information  (OSTI)
2171,Manifold regularization based on Nyström type subsampling,10.1016/j.acha.2018.12.002,Elsevier BV
2172,Mappingbysequencing in complex polyploid genomes using genic,10.1111/tpj.13204,Wiley
2173,MAPPING DETENTION AND TOXICITY 2,10.2139/ssrn.2344194,Elsevier BV
2174,Mapping the molecular surface of the analgesic NaV1. 7-selective peptide Pn3a reveals residues essential for membrane and channel interactions,10.1021/acsptsci.0c00002.s001,American Chemical Society (ACS)
2175,Mapping the RNA structural landscape of viral genomes,10.1016/j.ymeth.2019.11.001,Elsevier BV
2176,Mapping the World in Medieval and Early Modern Western and Arabic Travel Accounts,10.1163/9789047418702,BRILL
2177,Marked Point Processes for Microarray Data Clustering,10.1007/978-3-319-55723-6_11,Springer International Publishing
2178,Martyrs and Monsters of the Avengers: Christianity and Disability in the Marvel Cinematic Universe,10.1080/23312521.2020.1799906,Informa UK Limited
2179,Marvel Makes Films. The Shared Universe as a New Trend in Hollywood Cinema,10.26881/ae.2015.12.03,Uniwersytet Gdanski
2180,"""Marvin, the Paranoid Android"": The Case of an Alpha-PVP User in the Expanding Galaxy of NPS",10.1080/02791072.2018.1447172,Informa UK Limited
2181,"Mass, Density, and Formation Constraints in the Compact, Sub-Earth Kepler-444 System including Two Mars-Mass Planets",10.3847/2041-8213/aa6543,American Astronomical Society
2182,Mass distribution of exoplanets considering some observation selection effects in the transit detection technique,10.1016/j.icarus.2020.113773,Elsevier BV
2183,Massive NGS Data Analysis Reveals Hundreds Of Potential Novel Gene Fusions in Human Cell Lines,10.1093/gigascience/giy062,Oxford University Press (OUP)
2184,Mass–radius relation and dynamical stability of strongly magnetized white dwarfs in anisotropic configuration using Bowers and Liang model,10.1016/j.aop.2020.168263,Elsevier BV
2185,Mass spectrometry: LC-MS analysis,10.3403/30272429,BSI British Standards
2186,Maternal genomic variability of the wild boar (Sus scrofa) reveals the uniqueness of East-Caucasian and Central Italian populations,10.1002/ece3.5415,Wiley
2187,Maternal immune activation impairs cognitive flexibility and alters transcription in frontal cortex,10.1016/j.nbd.2019.01.025,Elsevier BV
2188,Mathematical Modeling of Avidity Distribution and Estimating General Binding Properties of Transcription Factors from Genome-Wide Binding Profiles,10.1007/978-1-4939-7027-8_9,Springer New York
2189,Mathematical Models of Seaside Operations in Container Ports and their Solution,10.1002/9780470400531.eorms0189,"John Wiley & Sons, Inc."
2190,Mathematical Theory of Exchange-driven Growth,10.1088/1361-6544/aaba8d,IOP Publishing
2191,Maturation of the 90S pre-ribosome requires Mrd1 dependent U3 snoRNA and 35S pre-rRNA structural rearrangements,10.1093/nar/gky036,Oxford University Press (OUP)
2192,Maxillofacial Nursing: Assessing the Knowledge and Awareness of Nurses in Handling Maxillofacial Injuries Through a Comprehensive Survey,10.1007/s12663-019-01240-x,Springer Science and Business Media LLC
2193,Maximally chaotic dynamical systems,10.1016/j.aop.2020.168274,Elsevier BV
2194,Maximum Entropy (Most Likely) Double Helical and Double Logarithmic Spiral Trajectories in Space-Time,10.1038/s41598-019-46765-w,Springer Science and Business Media LLC
2195,May the fifth force be with you,10.1016/s0262-4079(20)30934-9,Elsevier BV
2196,McEnhancer: predicting gene expression via semi-supervised assignment of enhancers to target genes,10.1186/s13059-017-1316-x,Springer Science and Business Media LLC
2197,McLuhan's Galaxies: Science Fiction Film Aesthetics in Light of Marshall McLuhan's Thought,10.1007/978-3-030-04104-5,Springer International Publishing
2198,"Measurement of Urinary Level of a Specific Competing endogenous RNA network (FOS and RCAN mRNA/miR-324-5p, miR-4738-3p,/lncRNA miR-497-HG) Enables …",10.1016/j.urolonc.2018.12.024,Elsevier BV
2199,"Measurement of Urinary Level of a Specific Competing endogenous RNA network (FOS and RCAN mRNA/ miR-324-5p, miR-4738-3p, /lncRNA miR-497-HG) Enables Diagnosis of Bladder Cancer",10.1016/j.urolonc.2018.12.024,Elsevier BV
2200,Measurement of Wettability on Rhombohedral Pattern Fabricated by Using 3D-UEVT,10.1016/j.measurement.2020.107784,Elsevier BV
2201,"Measurements of transcripts, proteome and metabolite profiles",10.1007/978-1-4419-9863-7_101236,Springer New York
2202,Measuring driver distraction – Evaluation of the box task method as a tool for assessing in-vehicle system demand,10.1016/j.apergo.2020.103181,Elsevier BV
2203,Measuring Regenerative Economics: 10 principles and measures undergirding systemic economic health,10.1016/j.glt.2019.02.002,Elsevier BV
2204,Measuring the Hubble Constant with Neutron Star Black Hole Mergers,10.1103/physrevlett.121.021303,American Physical Society (APS)
2205,Measuring the Metallicity of Early-type Galaxies,10.3847/2041-8213/ab74d8,American Astronomical Society
2206,Mechanical variations in proteins with large-scale motions highlight the formation of structural locks,10.1016/j.jsb.2018.05.006,Elsevier BV
2207,Mechanisms of Age-Dependent Loss of Dietary Restriction Protective Effects in Acute Kidney Injury,10.3390/cells7100178,MDPI AG
2208,Mechanism underlying hooked resurgent-like tail currents induced by an insecticide in human cardiac Nav1. 5,10.1016/j.taap.2020.115010,Elsevier BV
2209,Mechanosensitivity of mitochondrial large-conductance calcium-activated potassium channels,10.1007/978-3-319-01312-1_4,Springer International Publishing
2210,Media and the Portuguese Empire,10.1007/978-3-319-61792-3_3,Springer International Publishing
2211,Media Studies and the Internet,10.4324/9781315589572-1,Routledge
2212,"Meet the GigaScience ICG Prize Winner, Pt. 2: Lisa Johnson Q&A",10.4016/6935.01,"SciVee, Inc"
2213,"Meet the GigaScience ICG Prize Winners, Pt. 1: Aequatus",10.1136/sbmj.d5029,BMJ
2214,Meiotic incompatibilities reduced fertility in archaic-modern human hybrids,10.1080/14647270500463400,Informa UK Limited
2215,Memory systems 2018 – towards a new paradigm,10.1016/j.nlm.2018.11.005,Elsevier BV
2216,Mendelian randomization studies on atherosclerotic cardiovascular disease: evidence and limitations,10.1007/s11427-019-9537-4,Springer Science and Business Media LLC
2217,Mergers Do Trigger AGNs out to z $\sim $0.6,10.1088/0004-637x/806/2/147,American Astronomical Society
2218,Mergers trigger active galactic nuclei out to z∼ 0.6,10.1088/2041-8205/758/2/l39,American Astronomical Society
2219,MERGING FEATURE SUBSETS USING GRAPHICAL REPRESENTATION,10.7717/peerj.2482/table-3,PeerJ
2220,Metabolic visualisation in ReconMap (Minerva),10.23736/s0391-1977.19.03059-1,Edizioni Minerva Medica
2221,Metabolomics as a Tool to Understand Pathophysiological Processes,10.1007/978-1-4939-7592-1_1,Springer New York
2222,METAGENOMIC ANALYSIS OF AN AFRICAN BEER ECOSYSTEM USING FOOD MICROBIOME TRANSFERT APPLICATION,10.1007/978-981-10-7140-9_2,Springer Singapore
2223,Metagenomic Approaches to Investigate the Contribution of the Vineyard Environment to the Quality of Wine Fermentation: Potentials and Difficulties,10.3389/fmicb.2018.00991,Frontiers Media SA
2224,Metagenomic identification of severe pneumonia pathogens in mechanically-ventilated patients: a feasibility and clinical validity study,10.1101/19002774,Cold Spring Harbor Laboratory
2225,Metagenomics methods for the study of plant-associated microbial communities: A review,10.1016/j.mimet.2020.105860,Elsevier BV
2226,Metagenomic tools and applications toward Type 1 Diabetes,10.4018/978-1-7998-1204-3.ch059,IGI Global
2227,Metaheuristic approaches for the Berth Allocation Problem,10.1007/978-3-319-61801-2_1,Springer International Publishing
2228,Metaheuristic Design Patterns: New Perspectives for Larger-Scale Search Architectures,10.4018/978-1-5225-2990-3.ch001,IGI Global
2229,Metaheuristički pristup rešavanju jedne klase optimizacionih problema u transportu,10.2298/bg20120517gardasevic,National Library of Serbia
2230,MetaMLP: A fast word embedding based classifier to profile target gene databases in metagenomic samples,10.1101/569970,Cold Spring Harbor Laboratory
2231,Metaproteomics : Much More than Measuring Gene Expression in Microbial Communities,10.1128/msystems.00115-19,American Society for Microbiology
2232,Metatranscriptomic 16 Rhizosphere for Finding of the Plant,10.1007/978-981-10-5050-3_16,Springer Singapore
2233,Metatranscriptomics analysis using microbiome RNA-seq data,10.37473/dac/10.1101/2020.03.16.994244,"Rescognito, Inc."
2234,Metatranscriptomics analysis using microbiome RNA-seq data (short),10.37473/dac/10.1101/2020.03.16.994244,"Rescognito, Inc."
2235,Meteorology for Actuaries–Part 2,10.1201/9781482289046-35,Chapman and Hall/CRC
2236,"Methamphetamine alters the TLR4 signaling pathway, NF-κB activation, and pro-inflammatory cytokine production in LPS-challenged NR-9460 microglia-like cells",10.1016/j.molimm.2020.03.013,Elsevier BV
2237,Method and Computer Program for Determining a Placement of at least one Circuit for a Reconfigurable Logic Device,10.31274/rtd-180813-7540,Iowa State University
2238,Method and system for genomic visualization,10.5220/0005025101260132,SCITEPRESS - Science and and Technology Publications
2239,Method and system for matching entities in an auction,10.1201/9781003049548-8,CRC Press
2240,Method and System for Modifying Machine Instructions within Compiled Software,10.3403/00126394u,BSI British Standards
2241,METHOD FOR BLOCKING STRESS-INDUCED TUMOR PROGRESSION,10.21236/ad1013366,Defense Technical Information Center
2242,METHOD FOR DETERMINING AND REPRESENTING A DATA ONTOLOGY,10.5220/0009416500420051,SCITEPRESS - Science and Technology Publications
2243,"METHOD FOR PRODUCING SINOATRIAL NODE CELLS (PACEMAKER CELLS) FROM STEM CELLS, AND USE OF THE PRODUCED SINOATRIAL NODE CELLS",10.1109/tencon.2010.5686665,IEEE
2244,METHOD OF PRODUCING RENAL CELLS FROM DIFFERENTIATED CELLS,10.37473/dac/10.1101/2020.02.11.944272,"Rescognito, Inc."
2245,Methodological progress in the study of self-regulated learning enables theory advancement,10.1016/j.learninstruc.2019.101269,Elsevier BV
2246,METHODS AND APPARATUS FOR TRANSFORMATION OF NATURALLY COMPETENT CELLS,10.17504/protocols.io.vmse46e,"ZappyLab, Inc."
2247,METHODS AND COMPOSITIONS FOR TREATING DYSBIOSIS AND GASTROINTESTINAL AND INFLAMMATORY DISORDERS,10.1037/e553142010-001,Test accounts
2248,METHODS AND COMPOSITIONS RELATED TO TRIPLE-NEGATIVE BREAST CANCER,10.3109/9781841848129-7,CRC Press
2249,METHODS AND REAGENTS FOR THE DIAGNOSIS AND TREATMENT OF ACUTE LEUKEMIA,10.1891/9781617052774.0008,Springer Publishing Company
2250,Methods and Resources for Transport Proteins in Bioinformatics and Cheminformatics,10.1039/9781782628705-00195,Royal Society of Chemistry
2251,Methods Column,10.3403/30309930,BSI British Standards
2252,METHODS FOR ATTENUATING OR PREVENTING MU (μ)-OPIOID RECEPTOR MEDIATED TOLERANCE AND OPIOID-INDUCED HYPERALGESIA,10.1002/jnr.24626/v2/review2,Wiley
2253,METHODS FOR HYBRID FLOW SHOP SCHEDULING AND A CASE STUDY IN AN AEROSPACE COMPANY,10.5772/6746,InTech
2254,Methods for Modulating ATRX-Dependent Gene Repression,10.32388/5ne0wz,Qeios
2255,METHODS FOR REDUCING OR ALLEVIATING INFLAMMATION IN THE DIGESTIVE TRACT,10.1016/s1590-8658(02)80047-0,Elsevier BV
2256,Methods for the graphical representation of genomic sequence data,10.4324/9781315201009-14,Routledge
2257,Methods for the Synthesis of Substituted Azetines,10.1021/acs.orglett.7b02847.s001,American Chemical Society (ACS)
2258,METHODS FOR TREATING NEURODEGENERATIVE DISEASES,10.1016/s0074-7742(20)30129-x,Elsevier
2259,Methods for treating ulcerative colitis,10.1007/978-1-4939-1677-1_25,Springer New York
2260,"Methods, systems, and computer readable media for providing word learning",10.1109/ictai.2008.33,IEEE
2261,METHODS TO GENERATE EPITHELIAL CELLS,10.1007/978-1-0716-0779-4_18,Springer US
2262,METHODS TO PREVENT OR TREAT PERIODONTITIS OR PERI-IMPLANTITIS,10.1111/j.1600-051x.2010.01672.x,Wiley
2263,Methyl-CpG-binding domain 9 (MBD9) is required for H2A.Z incorporation into chromatin at a subset of H2A.Z-enriched regions in the Arabidopsis genome,10.1101/404152,Cold Spring Harbor Laboratory
2264,"METTL3 and ALKBH5 oppositely regulate m6A modification of TFEB mRNA, which dictates the fate of hypoxia/reoxygenation-treated cardiomyocytes",10.1080/15548627.2019.1586246,Informa UK Limited
2265,Mice heterozygous for an inactivated allele of the schizophrenia associated Brd1 gene display selective cognitive deficits with translational relevance to schizophrenia,10.1016/j.nlm.2017.03.009,Elsevier BV
2266,"Michaels, Hannes",10.1016/b978-0-12-814541-8.00008-2,Elsevier
2267,Microbial evolutionary medicine: from theory to clinical practice,10.7287/peerj.preprints.26969,PeerJ
2268,Microbial forensic investigation of the anthrax letter attacks: how the investigation would differ using todayPs technologies,10.1016/b978-0-12-815379-6.00003-9,Elsevier
2269,MICROBIOME ANALYSIS: STATE OF THE ART AND FUTURE TRENDS,10.1007/978-3-030-12157-0_16,Springer International Publishing
2270,Microbiome Changes during Tuberculosis and Antituberculous Therapy,10.1128/cmr.00096-15,American Society for Microbiology
2271,Microbiota-Brain-Gut Axis and Neurodegenerative Diseases,10.2174/1567202616999190528090440,Bentham Science Publishers Ltd.
2272,Micro-fabrication by Wax Spraying for Rapid Smartphone-Based Quantification of Bio-Markers,10.1016/j.ab.2020.113777,Elsevier BV
2273,Microfluidic Point-of-Care Ecarin-Based Clotting and Chromogenic Assays for Monitoring Direct Thrombin Inhibitors,10.1592/phco.22.7.433.33673,Wiley
2274,Micropatterning and Alignment of Skeletal Muscle Myoblasts Using Microflowed Plasma Process,10.1016/j.irbm.2019.08.003,Elsevier BV
2275,Microplastics in Landfill Leachates in the Nordic Countries 2018 Bok (Övrigt vetenskapligt),10.6027/tn2018-557,Nordic Council of Ministers
2276,MICRORNA-200 BASED APPROACHES FOR MODULATING BONE FORMATION INHIBITION AND BONE REGENERATION,10.1520/mono62013003106,ASTM International
2277,MicroRNA-21 versus microRNA-34: Lung cancer promoting and inhibitory microRNAs analysed in silico and in vitro and their clinical impact,10.1177/1010428317706430,SAGE Publications
2278,MicroRNA Profiling in Aqueous Humor of Individual Human Eyes by Next-Generation SequencingNext-Generation miRNA Sequencing in Human Aqueous Humor,10.1167/iovs.15-17828,Association for Research in Vision and Ophthalmology (ARVO)
2279,"Microwave-assisted synthesis of mixed ligands organotin(IV) complexes of 1,10-phenanthroline and l-proline: Physicochemical characterization, DFT calculations, chemotherapeutic potential validation by in vitro DNA binding and nuclease activity",10.1016/j.jphotobiol.2017.07.017,Elsevier BV
2280,Migrating stars could be sign of alien tech,10.1016/s0262-4079(20)31234-3,Elsevier BV
2281,Migratory DCs activate TGF-beta to precondition naive CD8(+) T cells for tissue-resident memory fate,10.3410/f.736741938.793567172,Faculty Opinions Ltd
2282,Mild heat stress induces hormetic effects in protecting the primary culture of mouse prefrontal cerebrocortical neurons from neuropathological alterations,10.1016/j.ibror.2018.11.002,Elsevier BV
2283,Milky-Way-Like 2175Å Dust Extinction Feature Observed toward the Quasar SDSS J0916+2921,10.1016/j.chinastron.2020.05.004,Elsevier BV
2284,MilkyWay’s Twin,10.1017/thg.2017.60,Cambridge University Press (CUP)
2285,“Miller–Urey Experiment” in the Recent Picture of the Early Earth,10.1007/978-981-10-8724-0_4,Springer Singapore
2286,Mimicking 3D food microstructure using limited statistical information from 2D cross-sectional image,10.1016/j.jfoodeng.2018.08.012,Elsevier BV
2287,Mind your assays: Misleading cytotoxicity with the WST-1 assay in the presence of manganese,10.1371/journal.pone.0231634,Public Library of Science (PLoS)
2288,Mineral contents in the skin and flesh of fruits of apple cultivars,10.1590/0100-29452020572,FapUNIFESP (SciELO)
2289,Mingming II & the Impossible Voyage,10.1007/978-1-84457-569-5_97,British Film Institute
2290,"Mini-III RNases, Methods for Changing the Specificity of RNA Sequence Cleavage by Mini-III RNases, and Uses Thereof",10.1093/nar/26.19.4446,Oxford University Press (OUP)
2291,Minimal Computing: One approach to the challenge of computational reproducibility,10.31235/osf.io/g3pdb,Center for Open Science
2292,Minimally altering a critical kinase for low-phytate maize,10.1038/s41598-020-63016-5,Springer Science and Business Media LLC
2293,Mining Plant Genomic and Genetic Data Using the GnpIS Information System,10.1007/978-1-4939-6658-5_5,Springer New York
2294,"Minipotentiostat controlled by smartphone on a micropipette: A versatile, portable, agile and accurate tool for electroanalysis",10.1016/j.electacta.2020.136048,Elsevier BV
2295,MinProtMaxVP: Generating a minimized number of protein variant sequences containing all possible variant peptides for proteogenomic analysis,10.1016/j.jprot.2020.103819,Elsevier BV
2296,MIP-MAP: High-Throughput Mapping of Caenorhabditis elegans Temperature-Sensitive Mutants via Molecular Inversion Probes,10.1534/genetics.117.300179,Genetics Society of America
2297,miR-1273g silences MAGEA3/6 to inhibit human colorectal cancer cell growth via activation of AMPK signaling,10.1016/j.canlet.2018.07.031,Elsevier BV
2298,MiR-18a inhibits BMP4 and HIF-1α Normalizing Brain Arteriovenous Malformations,10.1161/circresaha.119.316317,Ovid Technologies (Wolters Kluwer Health)
2299,MiR193a Modulation and Podocyte Phenotype,10.3390/cells9041004,MDPI AG
2300,Mirach's Goblin: Discovery of a dwarf spheroidal galaxy behind the Andromeda galaxy,10.1051/0004-6361/201833302,EDP Sciences
